"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 29 08:30:45 UTC 2025","Mon Sep 29 08:30:45 UTC 2025","302","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass special characters in relations","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:16 UTC 2025","Mon Sep 29 08:30:16 UTC 2025","524","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetInspection","GetInspection - Validate all fields except car(model(id)) are returned","Validates GET /v1/inspection with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:31:08 UTC 2025","Mon Sep 29 08:31:08 UTC 2025","298","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Validate API fails when passing special characters as relation value","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:05 UTC 2025","Mon Sep 29 08:30:06 UTC 2025","308","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate both fields and relations used together","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:29:50 UTC 2025","Mon Sep 29 08:29:51 UTC 2025","851","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate exclusion of model.name field","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:31:07 UTC 2025","Mon Sep 29 08:31:07 UTC 2025","299","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Validate API fails when passing relation path with invalid nesting format","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:44 UTC 2025","Mon Sep 29 08:30:45 UTC 2025","298","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass nested relation not supported","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"failed","Mon Sep 29 08:30:45 UTC 2025","Mon Sep 29 08:30:46 UTC 2025","935","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass empty string in relations","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:03 UTC 2025","Mon Sep 29 08:30:03 UTC 2025","308","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate multiple fields id,name,imageUrl are returned","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:57 UTC 2025","Mon Sep 29 08:30:57 UTC 2025","295","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass duplicate relation","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:31:11 UTC 2025","Mon Sep 29 08:31:11 UTC 2025","672","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Pass excluded field that doesn't exist","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:34 UTC 2025","Mon Sep 29 08:30:35 UTC 2025","754","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when using special characters in fields","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:54 UTC 2025","Mon Sep 29 08:30:54 UTC 2025","293","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass special chars in fields","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:05 UTC 2025","Mon Sep 29 08:30:05 UTC 2025","306","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate exclusion of make.name while including make.id","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:35 UTC 2025","Mon Sep 29 08:30:35 UTC 2025","310","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when requesting invalid relation path","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:02 UTC 2025","Mon Sep 29 08:30:02 UTC 2025","303","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate only name field is returned","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:53 UTC 2025","Mon Sep 29 08:30:53 UTC 2025","292","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass valid + invalid field together","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:44 UTC 2025","Mon Sep 29 08:30:44 UTC 2025","306","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass field value inside relations","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:10 UTC 2025","Mon Sep 29 08:30:10 UTC 2025","325","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetTrims","GetTrims","Validates GET /v1/inventory/trims with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:15 UTC 2025","Mon Sep 29 08:30:16 UTC 2025","511","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetInspection","GetInspection - Validate all fields except car are returned","Validates GET /v1/inspection with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:44 UTC 2025","Mon Sep 29 08:30:44 UTC 2025","308","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass numeric in relations","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:54 UTC 2025","Mon Sep 29 08:30:55 UTC 2025","295","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass unrelated entity field","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:43 UTC 2025","Mon Sep 29 08:30:43 UTC 2025","306","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass invalid structure in relations","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:14 UTC 2025","Mon Sep 29 08:30:15 UTC 2025","578","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetInspection","GetInspection - Validate only car(model) relation is resolved","Validates GET /v1/inspection with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:29:57 UTC 2025","Mon Sep 29 08:29:58 UTC 2025","1053","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate all feilds except id,name using *","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:56 UTC 2025","Mon Sep 29 08:30:57 UTC 2025","292","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass valid + invalid relation","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:04 UTC 2025","Mon Sep 29 08:30:05 UTC 2025","304","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate exclusion of name field while including id","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:42 UTC 2025","Mon Sep 29 08:30:42 UTC 2025","769","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass excluded field that doesn't exist","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:02 UTC 2025","Mon Sep 29 08:30:02 UTC 2025","307","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate only imageUrl field is returned","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:29:51 UTC 2025","Mon Sep 29 08:29:52 UTC 2025","892","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate fields filter works with multiple exclusions","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:14 UTC 2025","Mon Sep 29 08:30:14 UTC 2025","521","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetInspection","GetInspection - Validate id and car(model(id)) fields are returned","Validates GET /v1/inspection with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:12 UTC 2025","Mon Sep 29 08:30:13 UTC 2025","491","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetInspection","GetInspection - Validate only car(model(id)) field is returned","Validates GET /v1/inspection with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:30 UTC 2025","Mon Sep 29 08:30:30 UTC 2025","320","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetObds","GetObds","Validates GET /v1/inventory/obds with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:40 UTC 2025","Mon Sep 29 08:30:41 UTC 2025","964","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass SQL injection-like pattern in fields","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"failed","Mon Sep 29 08:30:57 UTC 2025","Mon Sep 29 08:30:57 UTC 2025","291","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass empty relation","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:06 UTC 2025","Mon Sep 29 08:30:07 UTC 2025","303","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate all feilds except id,name using *","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:52 UTC 2025","Mon Sep 29 08:30:52 UTC 2025","291","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetMakeNegative","GetMakeNegative","Validates GET /v1/inventory/make with dynamic fields filtering - Negative Test"
"passed","Mon Sep 29 08:31:14 UTC 2025","Mon Sep 29 08:31:15 UTC 2025","515","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Pass invalid field + relations together","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:31:03 UTC 2025","Mon Sep 29 08:31:04 UTC 2025","482","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Validate API fails when requesting invalid field name","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:37 UTC 2025","Mon Sep 29 08:30:37 UTC 2025","304","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when passing multiple unrelated top-level relations","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:31:07 UTC 2025","Mon Sep 29 08:31:08 UTC 2025","304","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Validate API fails when passing multiple unrelated top-level relations","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:55 UTC 2025","Mon Sep 29 08:30:55 UTC 2025","295","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass object instead of string","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:38 UTC 2025","Mon Sep 29 08:30:39 UTC 2025","775","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass special chars in fields","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:29:46 UTC 2025","Mon Sep 29 08:29:47 UTC 2025","1006","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate nested field model is returned","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:29:56 UTC 2025","Mon Sep 29 08:29:57 UTC 2025","1076","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate both include and exclude in fields for nested model","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:29:55 UTC 2025","Mon Sep 29 08:29:56 UTC 2025","871","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate nested model fields with only make.id","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:31:04 UTC 2025","Mon Sep 29 08:31:04 UTC 2025","478","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Validate API fails when requesting multiple invalid fields","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:31:12 UTC 2025","Mon Sep 29 08:31:12 UTC 2025","309","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Pass invalid structure in relations","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:29:47 UTC 2025","Mon Sep 29 08:29:48 UTC 2025","891","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate nested field model.make is returned","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:13 UTC 2025","Mon Sep 29 08:30:14 UTC 2025","511","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetInspection","GetInspection - Validate id and car(model) fields are returned","Validates GET /v1/inspection with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:03 UTC 2025","Mon Sep 29 08:30:04 UTC 2025","302","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate only make.id is returned inside make","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:34 UTC 2025","Mon Sep 29 08:30:34 UTC 2025","795","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when excluding a non-existent field","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:31:13 UTC 2025","Mon Sep 29 08:31:13 UTC 2025","307","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Pass nested relation not supported","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:05 UTC 2025","Mon Sep 29 08:30:05 UTC 2025","311","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetModelList","GetModelList - Validate relations parameter includes make object","Validates GET /v1/inventory/model with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:37 UTC 2025","Mon Sep 29 08:30:38 UTC 2025","790","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Pass numeric value in fields","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:35 UTC 2025","Mon Sep 29 08:30:36 UTC 2025","304","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when mixing valid and invalid relation paths","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:36 UTC 2025","Mon Sep 29 08:30:37 UTC 2025","305","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when passing relation path with invalid nesting format","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:29:45 UTC 2025","Mon Sep 29 08:29:46 UTC 2025","921","API_Regression_Suite","Autochek_API_Automation","autochek_api_positive.DynamicResponse.DynamicResponsePositive","autochek_api_positive.DynamicResponse.DynamicResponsePositive","GetCarList","GetCarList - Validate multiple fields id,year are returned","Validates GET /v1/inventory/car with dynamic parameters - Positive Test"
"passed","Mon Sep 29 08:30:56 UTC 2025","Mon Sep 29 08:30:56 UTC 2025","288","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Use extremely long random string","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"failed","Mon Sep 29 08:30:57 UTC 2025","Mon Sep 29 08:30:58 UTC 2025","290","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetModelListNegative","GetModelListNegative - Pass whitespace in relation","Validates GET /v1/inventory/model with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:31:08 UTC 2025","Mon Sep 29 08:31:08 UTC 2025","517","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetInspectionNegative","GetInspectionNegative - Pass numeric value in fields","Validates GET /v1/inspection with dynamic parameters - Negative Test"
"passed","Mon Sep 29 08:30:31 UTC 2025","Mon Sep 29 08:30:32 UTC 2025","735","API_Regression_Suite","Autochek_API_Automation","autochek_api_negative.DynamicResponse.DynamicResponseNegative","autochek_api_negative.DynamicResponse.DynamicResponseNegative","GetCarListNegative","GetCarListNegative - Validate API fails when requesting invalid field name","Validates GET /v1/inventory/car with dynamic parameters - Negative Test"
